Time,ajankaytto,tyo_materiaali,tyo_harjoitukset,haaste_materiaali,haaste_harjoitukset,hyodyllisyys,innostavuus,soveltuvuus,mita_opin,vapaa_palaute
2016-04-26 17:45:36.475234+00:00,0,2,2,2,1,3,3,4,"Opin ohjelmoinnin perusperiaatteen eli lause -käsitteen. Pohdin miten voisin opettaa käsitettä myös oppilaille ja sain paljon hyviä ideoita muilta miten käsitettä voisi opettaa. Tämä ensimmäinen jakso oli todella yksinkertainen ja kokeilin myös enemmän scratchen toimintoja. Scratch eriyttää oppilaita itse itsessään eli kun ohjelmaa pääsee käyttämään, voivat oppilaat edetä tehtävissä omaa tahtia. Mahtava ohjelma siis! ","Tässä lähetään todella perusteista, mutta se ei haittaa sillä pidän siitä, että asiat on jaettu näin pieniin osiin. Näin alkeiden opettelijakaan ei pääse turhautumaan. "
2016-04-26 09:45:01.135242+00:00,0,2,2,2,1,3,3,2,"",""
2016-04-21 10:46:50.420070+00:00,2,0,2,0,2,1,2,2,"Opin, mitä lause tarkoittaa ja kuinka sen voisi opettaa lapsille.","Sivusto hieman sekava ja kaipaisi lisää ohjeita ja esimerkkivideoita."
2016-04-16 16:47:55.552094+00:00,0,2,2,2,2,3,3,3,"Opin paljon scratchin käytön perusteista ja ohjelmoinnista (joka on minulle ennalta aivan vierasta). ","Ihan kiva että lähtee ripeästi käyntiin! Alussa selkeiden ja kokonaisvaltaisten ohjeiden saanti vielä tärkeämpää kuin kurssin edetessä; Tukevalta pohjalta on hyvä lähteä etenemään harjoituksissa. "
2016-04-15 21:09:04.167903+00:00,2,2,2,2,2,2,2,2,"En ymmärtänyt aluksi tallennuskuviota, minkä takia en päässyt palauttamaan tai jakamaan mitään töitä. Tajusin vasta kolmannella viikolla, että on eri tunnukset aapiseen ja scratchiin. Sitten alkoi onnistaa. Tein toisinsanottuna alun tehtävätkin kahteen kertaan, mutta kertaus on opintojen äiti.",""
2016-04-15 06:53:30.194250+00:00,0,2,2,2,2,3,2,2,"Kaikki tähän liittyvä on uutta, joten oppimista tapahtui toivottavasti koko opintojakson sisällöistä.",""
2016-04-13 18:15:22.033001+00:00,0,2,2,2,2,4,4,4,"Opin, mitä ohjelmoinnissa tarkoittaa lause-käsite. Opin myös käyttämään sitä ohjelmoinnissa tehtävien avulla. Muiden opiskelijoiden pedagosiset ideat saivat ajattelemaan, miten monia mahdollisuuksia lause-käsitteen opettamisessa on.","Kiitos siitä, että aihe aloitettiin ihan alusta, eikä aikaisempaa tietämystä aiheesta vaadittu ja oletettu:)"
2016-04-10 14:27:19.768410+00:00,2,0,3,4,4,3,3,3,"Tällä viikolla opin, että mikä Scratch on, miten ehkäpä suuren työn (yrityksen ja erehdyksen) jälkeen saaa kissan liikkumaan toivotulla lailla. 
2016-04-10 12:49:51.294203+00:00,0,2,2,1,1,2,2,3,"",""
2016-04-10 09:26:41.442134+00:00,1,2,3,2,2,4,3,4,"",""
2016-04-04 10:56:24.482719+00:00,3,1,2,2,2,4,4,4,"Opin Scratch-ohjelmoinnin peruskäsitteen 'lause'. Opin myös ohjelmoimaan hahmon tekemään joitain pieniä toimintoja ohjelmointi-alustalla. Kaikkein mielenkiintoisinta antia oli blogikirjoitus pelaajaoppimisesta. En ollut aikaisemmin tutustunut pelillisyyteen opetuksessa - ei ole kuulunut omiin mielenkiinnon kohteisiini - mutta huomasin, että itse asiassa tämä ajattelu onkin hyvin lähellä sitä, mitä itse olen opettamisesta ajatellut, ja oppimisesta tietysti myös. Ei valmiita vastauksia, yhteisöllisyyttä, ongelmanratkaisua - mutta mielekkäällä tavalla ja liittyen kiinnostavaan kontekstiin. ","Hyvä aloitus, vaikka olenkin myöhässä. Jossain voisi olla lista hyödyllisistä lähteistä - ehkä onkin...?:) "
2016-04-03 14:10:53.755250+00:00,0,2,2,2,2,3,3,3,"Innostuin ja pääsin alkuun, koukutuin. Vanhat omat kouluaikaiset logo-koodaukset tulivat mieleeni ja käänsin ajatteluni  siten, että osaan tehdä pieni pala kerrallaan.",""
2016-04-03 12:34:39.357385+00:00,0,2,2,2,2,3,3,3,"Scratch-ohjelmoinnin perusjuttuja!",""
